Keyword,Intent,Relevance,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (USD),Com.,SF,Results,Updated
scanner qr,Commercial,n/a,0,1.0K,,n/a,n/a,70,0.66,0.25,Go to a snapshot of the SERP for scanner qr,207,1 month
scanning qr codes,Informational,n/a,0,1.0K,,n/a,n/a,73,0.80,0.41,Go to a snapshot of the SERP for scanning qr codes,125,1 month
stencil qr code,Informational,n/a,0,1.0K,,n/a,n/a,14,0.00,0.33,Go to a snapshot of the SERP for stencil qr code,177,1 month
sun and moon qr codes,Informational,n/a,0,1.0K,,n/a,n/a,26,0.00,0.33,Go to a snapshot of the SERP for sun and moon qr codes,116,1 month
test qr code,Informational,n/a,0,1.0K,,n/a,n/a,46,0.98,0.04,Go to a snapshot of the SERP for test qr code,130,1 month
tomodachi life qr code,Informational,n/a,0,1.0K,,n/a,n/a,23,0.00,0.33,6,124,1 month
usps qr codes,Transactional,n/a,0,1.0K,,n/a,n/a,48,2.29,0.33,Go to a snapshot of the SERP for usps qr codes,104,1 month
website to qr code,Commercial,n/a,0,1.0K,,n/a,n/a,85,1.59,0.53,7,125,1 month
what are qr codes,Informational,n/a,0,1.0K,,n/a,n/a,67,0.22,0.12,Go to a snapshot of the SERP for what are qr codes,20,1 month
what does qr code mean,Informational,n/a,0,1.0K,,n/a,n/a,65,0.19,0.03,6,145,1 month
what does qr mean,Informational,n/a,0,1.0K,,n/a,n/a,54,0.19,0.03,6,123,1 month
when were qr codes invented,Informational,n/a,0,1.0K,,n/a,n/a,62,0.00,0.33,Go to a snapshot of the SERP for when were qr codes invented,135,1 month
wwe supercard 300 credits qr code,Informational,n/a,0,1.0K,,n/a,n/a,21,0.00,0.33,6,138K,1 month
wwe supercard qr codes,Informational,n/a,0,1.0K,,n/a,n/a,23,0.00,0.33,Go to a snapshot of the SERP for wwe supercard qr codes,171,1 month
xiaomi camera qr code,Informational,n/a,0,1.0K,,n/a,n/a,28,0.00,0.33,Go to a snapshot of the SERP for xiaomi camera qr code,74,1 month
yo kai watch 1 five star coin qr codes,Informational | Transactional,n/a,0,1.0K,,n/a,n/a,19,0.00,0.33,Go to a snapshot of the SERP for yo kai watch 1 five star coin qr codes,112,1 month
you are code,Informational,n/a,0,1.0K,,n/a,n/a,88,0.00,0.33,6,128,1 month
6 7 qr code,Informational,n/a,0,880,,n/a,n/a,23,0.00,0.33,Go to a snapshot of the SERP for 6 7 qr code,104,1 month
67 clash royale emote qr code,Informational,n/a,0,880,,n/a,n/a,25,0.00,0.33,8,106,1 month
adobe qr codes,Informational | Navigational,n/a,0,880,,n/a,n/a,35,1.71,0.03,3,56,1 month
android qr code reader,Informational,n/a,0,880,,n/a,n/a,55,0.89,0.27,Go to a snapshot of the SERP for android qr code reader,102,1 month
att esim qr code,Informational,n/a,0,880,,n/a,n/a,41,7.00,0.14,Go to a snapshot of the SERP for att esim qr code,108,1 month
beyblade qr codes,Informational,n/a,0,880,,n/a,n/a,26,0.00,0.33,5,170,1 month
blurry qr code,Informational,n/a,0,880,,n/a,n/a,9,0.00,0.33,7,99,1 month
brawl stars qr code,Informational,n/a,0,880,,n/a,n/a,16,0.00,0.33,4,106,1 month
bulk qr code generator,Commercial,n/a,0,880,,n/a,n/a,29,1.78,0.15,Go to a snapshot of the SERP for bulk qr code generator,19,1 month
canva create qr code,Navigational,n/a,0,880,,n/a,n/a,41,2.61,0.16,4,145,1 month
cashapp qr code,Informational,n/a,0,880,,n/a,n/a,22,1.65,0.08,Go to a snapshot of the SERP for cashapp qr code,100,1 month
circle qr code,Informational,n/a,0,880,,n/a,n/a,59,1.66,0.19,6,96,1 month
citra tomodachi life qr code,Informational | Transactional,n/a,0,880,,n/a,n/a,25,0.00,0.33,Go to a snapshot of the SERP for citra tomodachi life qr code,9,1 month
code qr wikipedia,Informational,n/a,0,880,,n/a,n/a,42,0.00,0.33,Go to a snapshot of the SERP for code qr wikipedia,128,1 month
code qr wwe supercard,Informational,n/a,0,880,,n/a,n/a,14,0.00,0.33,Go to a snapshot of the SERP for code qr wwe supercard,47,1 month
code scan,Informational,n/a,0,880,,n/a,n/a,73,0.93,0.71,Go to a snapshot of the SERP for code scan,138,1 month
convert link to qr code,Informational,n/a,0,880,,n/a,n/a,87,1.51,0.70,6,180,1 month
crear codigo qr,Commercial,n/a,0,880,,n/a,n/a,78,1.27,0.61,Go to a snapshot of the SERP for crear codigo qr,20,1 month
create a qr code in canva,Informational | Commercial,n/a,0,880,,n/a,n/a,44,2.14,0.61,Go to a snapshot of the SERP for create a qr code in canva,144,1 month
create qr code website,Informational,n/a,0,880,,n/a,n/a,88,3.89,0.35,Go to a snapshot of the SERP for create qr code website,120,1 month
decodificar qr code,Informational | Commercial,n/a,0,880,,n/a,n/a,31,0.85,0.03,5,84,1 month
definition qr,Informational,n/a,0,880,,n/a,n/a,66,0.26,0.02,6,125,1 month
dinosaur qr codes,Informational,n/a,0,880,,n/a,n/a,22,1.66,0.33,7,161,1 month
discord qr code,Informational,n/a,0,880,,n/a,n/a,34,0.00,0.33,5,103,1 month
example qr code,Informational,n/a,0,880,,n/a,n/a,54,1.13,0.30,Go to a snapshot of the SERP for example qr code,131,1 month
five star coin qr codes yo kai watch 1,Informational | Transactional,n/a,0,880,,n/a,n/a,24,0.00,0.33,Go to a snapshot of the SERP for five star coin qr codes yo kai watch 1,112,1 month
flocode,Informational | Transactional,n/a,0,880,,n/a,n/a,50,1.46,0.43,6,126,1 month
free qr code scanner app,Informational,n/a,0,880,,n/a,n/a,60,1.08,0.49,5,147,1 month
generate qr code facebook,Informational,n/a,0,880,,n/a,n/a,40,2.23,0.17,Go to a snapshot of the SERP for generate qr code facebook,97,1 month
generate qr code logo,Informational,n/a,0,880,,n/a,n/a,41,2.20,0.24,6,118,1 month
generate qr code online,Informational,n/a,0,880,,n/a,n/a,79,1.35,0.27,5,132,1 month
get free qr code,Informational,n/a,0,880,,n/a,n/a,98,2.02,0.73,Go to a snapshot of the SERP for get free qr code,123,1 month
google lens qr code scanner,Informational,n/a,0,880,,n/a,n/a,68,0.78,0.33,7,84,1 month
google qr code generator free,Informational,n/a,0,880,,n/a,n/a,74,1.94,0.69,5,144,1 month
google qr maker,Informational,n/a,0,880,,n/a,n/a,73,1.67,0.57,Go to a snapshot of the SERP for google qr maker,20,1 month
goqr.me,Navigational,n/a,0,880,,n/a,n/a,15,2.18,0.53,Go to a snapshot of the SERP for goqr.me,n/a,1 month
h shop qr code,Navigational,n/a,0,880,,n/a,n/a,42,0.00,0.33,Go to a snapshot of the SERP for h shop qr code,96,1 month
how can i read qr code,Informational,n/a,0,880,,n/a,n/a,84,0.38,0.43,6,160,1 month
how do i scan barcodes,Informational,n/a,0,880,,n/a,n/a,69,0.80,0.53,Go to a snapshot of the SERP for how do i scan barcodes,190,1 month
how do i use a qr code,Informational,n/a,0,880,,n/a,n/a,64,0.26,0.50,Go to a snapshot of the SERP for how do i use a qr code,184,1 month
how do scan,Informational,n/a,0,880,,n/a,n/a,45,0.65,0.37,Go to a snapshot of the SERP for how do scan,108,1 month
how do you create a qr code for a website,Informational,n/a,0,880,,n/a,n/a,80,4.02,0.70,Go to a snapshot of the SERP for how do you create a qr code for a website,178,1 month
how do you make a qr code for a website,Informational,n/a,0,880,,n/a,n/a,80,4.02,0.70,Go to a snapshot of the SERP for how do you make a qr code for a website,180,1 month
how do you scan qr codes,Informational,n/a,0,880,,n/a,n/a,68,0.55,0.53,Go to a snapshot of the SERP for how do you scan qr codes,169,1 month
how does a qr code work,Informational,n/a,0,880,,n/a,n/a,73,0.12,0.26,Go to a snapshot of the SERP for how does a qr code work,151,1 month
how to create qr code in canva,Informational,n/a,0,880,,n/a,n/a,36,1.85,0.44,4,147,1 month
how to draw rick roll qr code,Informational,n/a,0,880,,n/a,n/a,23,0.00,0.33,Go to a snapshot of the SERP for how to draw rick roll qr code,131,1 month
how to generate a qr code for a website,Informational,n/a,0,880,,n/a,n/a,88,3.99,0.68,5,176,1 month
how to generate a qr code in canva,Informational,n/a,0,880,,n/a,n/a,43,1.72,0.57,Go to a snapshot of the SERP for how to generate a qr code in canva,144,1 month
how to make a free qr code,Informational,n/a,0,880,,n/a,n/a,87,2.28,0.72,Go to a snapshot of the SERP for how to make a free qr code,178,1 month
how to make qr code into link,Informational,n/a,0,880,,n/a,n/a,27,0.00,0.00,Go to a snapshot of the SERP for how to make qr code into link,157,1 month
how to make scan code for website,Informational,n/a,0,880,,n/a,n/a,76,4.02,0.70,9,191,1 month
how to read a qr code,Informational,n/a,0,880,,n/a,n/a,76,0.38,0.43,7,170,1 month
